#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
JAACYN010016741.1	1	2003	294	1993	99.5007	13.9975	33.3	59.4
MU018445.1	1	1149	35	494	42.9939	2.45866	33	49.7
MU018446.1	1	1560	34	481	30.8333	1.4109	32.3	56.9
JAACYN010018396.1	1	7759	2751	7746	99.8325	35.4212	34.1	60
JAACYN010018440.1	1	1961	316	1795	91.5349	16.1244	33.6	60
JAACYN010018537.1	1	1774	256	1684	94.9267	6.54848	32.8	52.2
JAACYN010018955.1	1	1996	2906	1996	100	147.231	34.1	59.9
JAACYN010019163.1	1	13130	3512	13124	99.9543	26.6711	33.4	58.5
JAACYN010019289.1	1	1518	65	1121	73.8472	4.19433	32.6	20.8
JAACYN010019744.1	1	1228	78	973	79.2345	5.64088	33	60
JAACYN010019778.1	1	1226	132	1175	95.8401	10.0285	33.7	53.1
JAACYN010020521.1	1	3500	223	3157	90.2	6.302	33	59.8
JAACYN010021351.1	1	1429	43	855	59.8321	2.84535	33.8	59.3
JAACYN010021523.1	1	1855	95	1750	94.3396	4.75256	33.1	59.9
MU018447.1	1	3292	302	2698	81.9563	8.86057	32.9	60
JAACYN010021674.1	1	9648	3487	9647	99.9896	36.0653	34.2	59.9
JAACYN010021924.1	1	1171	43	658	56.1913	3.38429	33	59.5
JAACYN010021987.1	1	2386	149	2061	86.3789	5.48198	32.9	38.7
MU018448.1	1	3590	264	2771	77.1866	7.17298	33.1	57.9
MU018449.1	1	5632	867	5086	90.3054	14.9503	33	57.6
MU018450.1	1	169647	2923	18513	10.9127	1.63946	34	5.01
JAACYN010022301.1	1	2055	144	1915	93.1873	6.80195	32.9	59.8
JAACYN010022371.1	1	9604	2781	9535	99.2815	28.7923	33.6	59.6
MU018451.1	1	4008	205	3632	90.6188	4.93189	33.1	58.3
JAACYN010022686.1	1	8291	2418	8230	99.2643	28.7565	33.7	59.9
JAACYN010022723.1	1	3844	751	3308	86.0562	19.2812	33.5	59.8
JAACYN010023032.1	1	3349	417	3293	98.3279	12.407	33.1	59.9
JAACYN010023066.1	1	4276	559	4093	95.7203	12.6111	33	59.9
JAACYN010023184.1	1	11051	3915	11051	100	35.2631	34.3	60
MU018452.1	1	10089	1584	10007	99.1872	15.4883	33	59.9
MU018453.1	1	10397	1164	9639	92.7094	10.8303	32.9	58.7
JAACYN010026849.1	1	2959	84	2474	83.6093	2.76783	32.9	1.31
MU018454.1	1	3335	140	2841	85.1874	3.94813	33	0
JAACYN010026888.1	1	2961	91	2231	75.3462	3.02364	32.9	0
MU018455.1	1	3335	121	2709	81.2294	3.57481	33.3	0
JAACYN010027067.1	1	5745	316	5025	87.4674	5.34308	32.7	3.53
JAACYN010027082.1	1	6082	394	5246	86.2545	6.15768	32.9	6.25
CM021822.1	1	7675524	2664722	7593268	98.9283	34.6053	34	59.7
JAACYN010014432.1	1	1433	404	1433	100	27.9184	34	60
JAACYN010016418.1	1	8636	2953	8577	99.3168	34.0725	33.8	59.9
JAACYN010019692.1	1	1128	59	1028	91.1348	4.97872	32.7	58.1
JAACYN010021986.1	1	1257	45	1136	90.3739	3.37391	33.1	57.2
JAACYN010026315.1	1	7592	1245	7574	99.7629	16.2044	34.1	0.258
JAACYN010026316.1	1	7592	1274	7592	100	16.6303	34.1	0.945
JAACYN010026317.1	1	2638	431	2627	99.583	16.3484	34	0.0371
JAACYN010026318.1	1	2639	478	2639	100	18.0716	34.1	0.887
CM021823.1	1	2739566	629062	2161683	78.906	22.7821	33.8	58.9
JAACYN010013062.1	1	7262	625	6559	90.3195	8.46792	32.8	57.1
JAACYN010013424.1	1	19315	3809	19002	98.3795	19.5523	33.5	59.9
MU018456.1	1	1148	57	989	86.1498	3.79965	32.1	46.8
JAACYN010016988.1	1	1001	751	1001	100	66.6324	33.1	43.1
JAACYN010017252.1	1	1162	17	675	58.0895	1.18158	33.3	50.5
JAACYN010017741.1	1	1255	58	983	78.3267	4.67649	32.8	60
JAACYN010018586.1	1	1075	23	924	85.9535	1.93395	33.5	54.6
JAACYN010018877.1	1	1282	36	908	70.8268	2.06162	32.8	34.8
JAACYN010019886.1	1	1267	64	1093	86.2668	4.1105	32.7	49.8
JAACYN010020052.1	1	1259	121	1247	99.0469	9.83161	32.6	59.2
MU018457.1	1	3712	321	2965	79.8761	7.24192	32.6	45.6
JAACYN010020461.1	1	2200	34	876	39.8182	1.37545	32.7	60
JAACYN010020522.1	1	2059	217	2059	100	10.3463	32.6	59.8
JAACYN010021155.1	1	2256	36	1085	48.094	0.957447	30.1	24.1
MU018458.1	1	1736	42	1232	70.9677	2.27477	32.4	43.3
JAACYN010021225.1	1	2618	134	2293	87.5859	4.65317	32.9	54.6
JAACYN010021305.1	1	8253	1677	8246	99.9152	20.1477	33.2	59.3
MU018459.1	1	9556	1430	8729	91.3458	14.8889	33.1	60
JAACYN010021626.1	1	1502	167	1374	91.478	8.93941	32.7	54.8
JAACYN010021779.1	1	4353	408	4061	93.292	9.10361	32.7	55.4
MU018460.1	1	2564	116	1962	76.5211	4.42863	32.8	58.3
MU018461.1	1	3172	266	2150	67.7806	7.76545	32.9	53.3
JAACYN010022322.1	1	9328	738	7833	83.973	7.61364	33	57.8
JAACYN010022361.1	1	7238	566	6475	89.4584	7.52694	33	58.9
JAACYN010022386.1	1	3725	218	3284	88.1611	4.94094	32.1	47.6
JAACYN010022424.1	1	2902	200	2120	73.0531	6.16402	32.9	56.4
JAACYN010023019.1	1	2423	197	2027	83.6566	7.92901	32.7	59.5
MU018462.1	1	5767	676	5587	96.8788	11.4255	32.7	59.5
JAACYN010023511.1	1	9282	2108	9219	99.3213	22.5139	33.2	60
JAACYN010023624.1	1	4521	638	4390	97.1024	13.5678	33.4	56.3
MU018463.1	1	6737	841	6264	92.9791	11.9169	32.6	57.4
JAACYN010023721.1	1	4753	683	4714	99.1795	13.9726	33	34.5
JAACYN010024160.1	1	11093	1646	10296	92.8153	14.7391	33	59.9
JAACYN010024706.1	1	10133	1506	10069	99.3684	14.677	33	60
JAACYN010026068.1	1	12690	2010	12681	99.9291	15.6639	32.9	59.6
JAACYN010026236.1	1	7373	2346	7363	99.8644	31.1095	33.9	16.6
JAACYN010026246.1	1	7756	3243	7756	100	41.2647	34	24.2
JAACYN010027138.1	1	4050	1514	4050	100	36.9123	34	58.7
JAACYN010027139.1	1	3111	1302	3111	100	40.8245	34.1	56.7
JAACYN010027146.1	1	4892	1834	4892	100	37.137	34.4	59.4
MU018464.1	1	2478	700	2373	95.7627	28.2324	34.4	59
JAACYN010027226.1	1	1358	98	1265	93.1517	6.82695	32.3	14.8
JAACYN010027227.1	1	1360	58	1064	78.2353	3.86544	33.7	5.88
JAACYN010027661.1	1	5664	2770	5662	99.9647	47.2659	34.3	56.7
JAACYN010027669.1	1	2465	1184	2442	99.0669	44.3185	34.1	55.3
CM021824.1	1	6727800	2171090	6492691	96.5054	32.1463	34	59.7
MU018465.1	1	8293	787	7399	89.2198	9.8553	33.1	59
MU018466.1	1	1126	50	984	87.389	4.03464	33.7	12.3
JAACYN010015765.1	1	507	461	507	100	68.5424	33.9	24.6
MU018467.1	1	1626	460	1368	84.1328	27.187	33	40.4
MU018468.1	1	2354	26	920	39.0824	0.970263	32.8	9.42
JAACYN010017037.1	1	2160	63	1541	71.3426	2.05324	30.4	11.5
MU018469.1	1	3394	233	2402	70.772	6.22481	33.4	50.4
JAACYN010018484.1	1	3119	177	3028	97.0824	5.6127	32.9	9.58
JAACYN010018575.1	1	1559	203	1505	96.5362	12.8839	33	59.6
JAACYN010018709.1	1	1710	23	911	53.2749	1.2731	32.6	4.13
JAACYN010018787.1	1	2436	145	1982	81.3629	5.28982	33.1	54.1
JAACYN010019096.1	1	1089	121	1089	100	11.2883	33.5	59.9
JAACYN010020003.1	1	5301	1246	5174	97.6042	23.3003	33.3	60
JAACYN010020042.1	1	2646	282	2646	100	10.438	33	59.5
JAACYN010021202.1	1	1217	50	1007	82.7445	4.00082	32.8	2.76
JAACYN010021467.1	1	2551	94	2377	93.1791	3.51431	32.6	10.2
JAACYN010021872.1	1	14976	4152	14879	99.3523	27.6695	33.5	60
JAACYN010021880.1	1	3281	144	2527	77.0192	4.31728	32.2	27
JAACYN010021921.1	1	9851	2707	9633	97.787	27.3842	33.6	59.8
JAACYN010022209.1	1	2813	367	2803	99.6445	12.866	33.1	13.8
MU018470.1	1	4065	679	3876	95.3506	16.5547	33.2	59.9
JAACYN010022311.1	1	3192	141	2594	81.2657	3.72807	32.8	25.7
JAACYN010022401.1	1	7037	2100	7022	99.7868	29.8241	33.4	59.8
JAACYN010022731.1	1	2688	132	2203	81.9568	4.87984	32.9	20.3
JAACYN010022843.1	1	4804	265	4371	90.9867	5.41112	33	19.3
JAACYN010023238.1	1	3508	277	3320	94.6408	7.50855	32.8	42.5
JAACYN010023350.1	1	10600	3261	10600	100	30.6678	33.6	58
MU018471.1	1	8231	1124	6625	80.4884	13.2427	33.1	59
JAACYN010023764.1	1	5977	623	5808	97.1725	10.3087	32.9	51
MU018472.1	1	12998	2146	12053	92.7297	16.1918	33.1	59.4
JAACYN010026071.1	1	7756	834	7656	98.7107	10.4586	32.7	58.9
JAACYN010026676.1	1	3871	829	3871	100	21.5409	34.3	12.6
JAACYN010026678.1	1	1801	387	1620	89.95	20.4997	33.9	7.25
JAACYN010026682.1	1	1801	726	1801	100	38.583	34	18
JAACYN010026683.1	1	3869	598	3626	93.7193	15.283	34	8.68
JAACYN010026939.1	1	1214	52	801	65.9802	3.84761	33.4	6.1
JAACYN010026940.1	1	1207	250	1207	100	20.0282	33.3	31.6
CM021825.1	1	5914815	1748215	5213196	88.1379	29.4172	34	59.1
JAACYN010012655.1	1	12326	1630	11745	95.2864	12.9961	32.8	59.3
JAACYN010012660.1	1	7067	390	5511	77.9822	4.93689	32.1	34
MU018473.1	1	38379	6750	37128	96.7404	17.466	33.1	59.9
JAACYN010015910.1	1	960	3	157	16.3542	0.208333	35.3	43.3
JAACYN010016046.1	1	738	97	738	100	11.1355	32.9	41.4
JAACYN010016093.1	1	825	17	542	65.697	1.45939	33.3	50.8
MU018474.1	1	692	9	206	29.7688	0.387283	34.8	54.3
JAACYN010016543.1	1	1050	157	1032	98.2857	14.6143	32.8	59.6
JAACYN010016566.1	1	1177	129	1168	99.2353	10.0518	33.1	59.9
JAACYN010016679.1	1	1639	349	1639	100	21.3539	33.1	59.9
JAACYN010017210.1	1	1804	49	1066	59.0909	1.77772	30.6	31.5
MU018475.1	1	2186	1027	1693	77.4474	14.0695	33.6	6.25
JAACYN010018520.1	1	1080	57	888	82.2222	4.54815	33	55.1
JAACYN010018954.1	1	7952	2116	7920	99.5976	26.3712	33.4	59.8
JAACYN010019087.1	1	2615	508	2575	98.4704	18.8451	33.1	60
MU018476.1	1	1237	60	972	78.5772	4.28537	32.6	59.4
JAACYN010019612.1	1	1565	258	1534	98.0192	16.3629	33.4	59.3
JAACYN010019838.1	1	2191	96	1678	76.586	3.80602	32.7	18.7
JAACYN010020111.1	1	2518	550	2518	100	21.1688	33.3	36.6
MU018477.1	1	3168	375	2712	85.6061	11.5975	33	59.5
MU018478.1	1	1292	15	391	30.2632	0.76935	33.9	36.9
JAACYN010020359.1	1	2194	33	1488	67.8213	1.39471	32.7	6.73
JAACYN010020414.1	1	1305	74	1150	88.1226	5.57548	32.8	60
JAACYN010020575.1	1	1673	77	1335	79.7968	4.16677	32.5	60
JAACYN010020609.1	1	3752	248	3078	82.0362	6.50267	33.3	59.6
JAACYN010020737.1	1	1244	28	749	60.209	1.86736	33.2	52.2
JAACYN010020879.1	1	1619	131	1511	93.3292	7.57443	32.3	57.3
MU018479.1	1	11684	3507	11674	99.9144	29.9429	34.1	59.9
MU018480.1	1	1572	62	1323	84.1603	3.76272	32.6	46.7
JAACYN010021211.1	1	1763	105	1741	98.7521	5.90528	33.2	8.78
JAACYN010021354.1	1	5012	817	4854	96.8476	16.1987	33.4	60
JAACYN010021357.1	1	5463	542	5155	94.3621	9.68259	32.8	59.6
MU018481.1	1	14536	4758	14425	99.2364	32.555	33.9	59.9
MU018482.1	1	3632	138	2646	72.8524	3.46751	33	56.8
JAACYN010021494.1	1	3107	414	3107	100	13.1954	33	59.9
JAACYN010021510.1	1	2113	114	1801	85.2343	5.33649	33.2	51.5
JAACYN010021597.1	1	2181	137	1924	88.2164	4.28748	30.9	30.1
JAACYN010021879.1	1	3114	337	2949	94.7013	8.67823	32	43.8
JAACYN010021928.1	1	1376	96	1257	91.3517	5.40916	30.8	41.6
MU018483.1	1	4897	152	3326	67.9191	3.02532	32.5	15.7
MU018484.1	1	4325	286	3765	87.052	6.30035	32.9	58.8
JAACYN010022438.1	1	1612	40	1343	83.3127	2.39888	32.8	25.1
JAACYN010022475.1	1	4765	246	3874	81.3012	4.86107	33	57.2
MU018485.1	1	4978	299	4081	81.9807	4.69425	31.7	42.9
JAACYN010023348.1	1	3986	484	3986	100	11.8154	32.8	58.8
MU018486.1	1	13583	2438	12975	95.5238	17.7554	33.3	47.3
JAACYN010023358.1	1	4411	400	4159	94.287	8.92677	33	59.9
JAACYN010023411.1	1	5156	470	4719	91.5244	8.36288	32.9	54.1
MU018487.1	1	4888	416	3801	77.7619	8.27087	33.4	58.1
MU018488.1	1	31659	8553	30870	97.5078	26.8677	33.6	58.5
JAACYN010023726.1	1	8873	1069	8698	98.0277	11.8134	32.9	59.8
JAACYN010023731.1	1	3318	380	3292	99.2164	10.0567	32.8	59
JAACYN010023871.1	1	1773	4247	1773	100	239.357	34.1	36.3
MU018489.1	1	12002	2226	11680	97.3171	18.4093	33.4	59.8
JAACYN010025243.1	1	4429	631	4215	95.1682	13.8018	33.1	59.8
JAACYN010025923.1	1	5590	616	5408	96.7442	10.2465	33	57.5
JAACYN010026383.1	1	3802	1240	3802	100	31.7443	33.9	50.7
JAACYN010026422.1	1	7450	1499	7199	96.6309	20.2695	33.9	17
JAACYN010026690.1	1	3894	1274	3894	100	31.9081	33.8	53
JAACYN010027299.1	1	7662	2091	7661	99.9869	27.4231	34	22.8
MU018490.1	1	37376	5025	31808	85.1027	13.3113	33.8	23.8
MU018491.1	1	29335	3094	23538	80.2386	10.4288	33.9	1.06
JAACYN010027509.1	1	17915	2474	17744	99.0455	13.6361	33.9	0.0146
JAACYN010027510.1	1	17914	2392	17669	98.6324	13.196	33.8	0.245
JAACYN010027511.1	1	7580	1019	7520	99.2084	13.3026	34	0
JAACYN010027512.1	1	7581	1166	7555	99.657	15.2848	34	0.311
JAACYN010027513.1	1	8916	1357	8857	99.3383	15.0897	33.8	0.321
JAACYN010027514.1	1	8916	1355	8916	100	15.2054	33.8	1.19
JAACYN010027562.1	1	9636	446	8370	86.8618	4.4862	33.1	12.5
JAACYN010027563.1	1	17563	1334	15625	88.9654	7.44252	33.1	24.1
JAACYN010027564.1	1	9632	662	8462	87.853	6.8124	33.2	22.9
JAACYN010027565.1	1	17457	646	13485	77.2469	3.5808	33	8.6
MU018492.1	1	53294	6059	49857	93.5509	11.2506	33.3	24.9
MU018493.1	1	48343	4978	44441	91.9285	10.1948	33.4	22
CM021826.1	1	5735600	1691570	5071024	88.4131	29.3759	34	59.5
MU018494.1	1	14798	1494	13057	88.2349	9.81329	33.1	45.3
MU018495.1	1	16115	2520	15556	96.5312	15.4671	33.1	59.8
JAACYN010012814.1	1	12184	1742	11686	95.9127	13.4445	33	59
MU018496.1	1	29526	7198	29068	98.4488	24.2457	33.4	59.5
MU018497.1	1	34966	4896	28594	81.7766	13.6678	33.2	58.9
JAACYN010013039.1	1	11562	1976	11378	98.4086	16.9507	33.1	59.9
MU018498.1	1	96129	11908	59572	61.9709	12.277	33.3	59.5
JAACYN010016444.1	1	1380	45	1210	87.6812	3.06087	32.7	39.5
MU018499.1	1	2620	98	1459	55.687	2.90076	33.6	16.8
JAACYN010018320.1	1	3044	785	3021	99.2444	25.9977	34	59.8
JAACYN010018327.1	1	9072	2984	8942	98.567	32.8002	34.1	60
JAACYN010018427.1	1	1377	214	1377	100	15.5563	32.4	60
JAACYN010018467.1	1	1410	174	1408	99.8582	11.1546	33.1	50.8
JAACYN010018472.1	1	1168	94	994	85.1027	8.27825	33.6	58.7
MU018500.1	1	1266	5	205	16.1927	0.268562	34.7	16.2
MU018501.1	1	1268	19	853	67.2713	1.54653	32.8	20.1
MU018502.1	1	1956	302	1876	95.91	12.2495	33	35.2
JAACYN010019578.1	1	3097	667	2738	88.4081	21.4194	33.1	59.9
JAACYN010019602.1	1	5922	2191	5922	100	36.7214	34	59.8
JAACYN010019603.1	1	2113	476	2071	98.0123	22.495	33.6	59.8
JAACYN010019642.1	1	1011	16	490	48.4669	1.20376	30.7	43.5
JAACYN010019691.1	1	1178	161	1134	96.2649	13.2674	33.1	60
JAACYN010020053.1	1	1327	106	1285	96.835	7.33157	33	53.3
MU018503.1	1	2423	66	1789	73.8341	2.643	32.9	24.8
JAACYN010020291.1	1	5072	1163	5045	99.4677	22.6412	33.4	59.8
JAACYN010020428.1	1	2255	185	1946	86.2971	6.68337	33	54.2
MU018504.1	1	3625	572	3076	84.8552	11.4011	32.6	36.3
MU018505.1	1	2928	86	1834	62.6366	2.82548	32.8	48.1
MU018506.1	1	1844	23	1033	56.0195	1.18275	34.3	11.1
JAACYN010021444.1	1	2130	61	1627	76.385	2.7784	32.6	15.3
JAACYN010021718.1	1	2298	168	2109	91.7755	6.38903	33.2	40.8
JAACYN010021758.1	1	5111	1400	5111	100	27.5504	33.5	59.9
JAACYN010021863.1	1	3269	278	3204	98.0116	7.96788	33	56.7
JAACYN010021925.1	1	5812	325	5185	89.212	5.48228	32.8	14.7
JAACYN010022065.1	1	3028	474	2899	95.7398	15.5469	33.3	60
JAACYN010022170.1	1	3820	298	3236	84.712	7.5856	32.7	17.6
MU018507.1	1	3135	277	3008	95.949	8.52791	32.5	57.4
MU018508.1	1	4649	686	4046	87.0295	14.2678	33.1	60
JAACYN010022321.1	1	14073	4849	14073	100	34.256	33.8	59.9
JAACYN010022420.1	1	2999	449	2999	100	14.877	32.8	59.6
JAACYN010022460.1	1	6236	1253	5974	95.7986	19.6248	33.4	59.1
JAACYN010022547.1	1	2830	470	2817	99.5406	16.4728	33	59.9
MU018509.1	1	5655	648	4852	85.8002	11.3185	32.9	59.9
JAACYN010022677.1	1	1525	172	1525	100	10.4479	33.1	57.5
JAACYN010023026.1	1	8943	1778	8896	99.4744	19.722	33.1	59.9
MU018510.1	1	4775	247	4183	87.6021	5.05215	32.7	44.9
MU018511.1	1	9824	1987	9673	98.4629	20.0146	33.3	59.6
JAACYN010023436.1	1	14355	3228	14314	99.7144	22.359	33.2	60
MU018512.1	1	5307	432	4918	92.6701	7.85604	32.9	59.2
MU018513.1	1	5955	750	5664	95.1134	12.4089	33	59.9
JAACYN010023859.1	1	8832	1813	8744	99.0036	20.3385	33.4	59.6
JAACYN010024489.1	1	7528	1016	7123	94.6201	12.2715	33	50.8
MU018514.1	1	4046	427	3691	91.2259	10.4696	32.9	60
JAACYN010025988.1	1	4978	573	4911	98.6541	11.2798	33	59.8
JAACYN010026051.1	1	7857	1016	7819	99.5164	12.7971	32.8	59.7
MU018515.1	1	10142	1467	9029	89.0258	14.2841	33.1	59.1
MU018516.1	1	7290	1515	7192	98.6557	20.7184	34.2	17.6
JAACYN010026496.1	1	5799	1022	5743	99.0343	17.5022	34.2	0.137
JAACYN010026498.1	1	16032	3125	16032	100	19.448	34.1	0.168
JAACYN010026499.1	1	16029	3106	16029	100	19.2913	34.1	0.0241
JAACYN010027314.1	1	8650	1547	8606	99.4913	17.8712	33.9	0.0776
CM021827.1	1	546282	120177	413453	75.6849	21.8303	33.7	59.2
JAACYN010012720.1	1	16808	3032	15529	92.3905	17.8191	33.4	59.8
JAACYN010012721.1	1	28478	6284	28174	98.9325	21.5925	33.4	59
JAACYN010013953.1	1	1302	300	1195	91.7819	19.7957	33.5	45.7
JAACYN010014168.1	1	1436	145	1228	85.5153	9.3844	34	59.2
JAACYN010014389.1	1	1229	112	1130	91.9447	8.94304	32.5	57.3
MU018517.1	1	1183	368	1068	90.279	24.1775	33	24.2
MU018518.1	1	1090	72	960	88.0734	6.34128	33.6	57.5
MU018519.1	1	1243	3	182	14.642	0.14642	35.3	60
MU018520.1	1	1027	92	996	96.9815	8.75657	31.8	53.9
MU018521.1	1	1081	58	881	81.4986	5.00925	32	27.1
JAACYN010017099.1	1	1112	2	68	6.11511	0.0611511	30.9	30
MU018522.1	1	1784	394	1725	96.6928	19.7775	32.8	44.6
MU018523.1	1	1459	53	1241	85.0583	3.14325	32.1	51
JAACYN010018417.1	1	1727	190	1631	94.4412	8.38159	32.6	53.9
JAACYN010018460.1	1	1338	226	1286	96.1136	9.83632	33.2	52.2
JAACYN010018504.1	1	1593	100	1262	79.2216	7.42875	33.7	52.4
JAACYN010018554.1	1	1833	115	1670	91.1075	6.27441	33	59.5
MU018524.1	1	1802	97	1171	64.9834	4.98668	33.3	57.4
MU018525.1	1	2048	36	1064	51.9531	1.60547	33.2	58.5
MU018526.1	1	1773	80	1088	61.3649	4.32882	33.4	54.5
MU018527.1	1	1762	81	1371	77.8093	3.82463	32.6	52.1
MU018528.1	1	3010	575	2691	89.402	16.7402	33.8	42.8
MU018529.1	1	1909	581	1341	70.2462	15.7779	27.4	5.61
MU018530.1	1	1124	98	652	58.0071	2.71352	32.4	56.3
MU018531.1	1	3133	224	2337	74.593	7.32972	33.1	49.8
JAACYN010020263.1	1	1853	135	1787	96.4382	7.09552	32.6	59.3
JAACYN010020306.1	1	3456	318	2927	84.6933	6.1276	32.2	47.4
JAACYN010020358.1	1	1569	288	1522	97.0045	18.4946	33	51.8
MU018532.1	1	2438	75	1256	51.5176	2.36957	32.3	43.2
JAACYN010021999.1	1	4533	1019	2112	46.5917	19.4024	33.8	21.4
MU018533.1	1	5268	482	4639	88.06	8.14939	32.9	56.1
JAACYN010025891.1	1	9820	1229	8512	86.6802	12.3814	33.2	59.9
CM021828.1	1	530036	133416	347512	65.5638	24.6425	34	55.1
MU018534.1	1	142549	19044	85958	60.3007	13.2563	33.3	59.6
JAACYN010014003.1	1	1732	194	1540	88.9145	10.5006	32.7	55.5
JAACYN010014289.1	1	1230	61	818	66.5041	2.71789	31.8	32
JAACYN010014729.1	1	1297	22	708	54.5875	1.64456	33.3	56.7
JAACYN010015712.1	1	677	8	206	30.4284	0.612999	32.5	27.5
MU018535.1	1	1069	29	541	50.608	0.993452	33.7	25.3
JAACYN010015921.1	1	607	4	282	46.458	0.584843	32.9	53.8
MU018536.1	1	785	12	394	50.1911	1.14395	32.5	42.7
JAACYN010016471.1	1	1568	55	1030	65.6888	1.80676	33.2	29.4
JAACYN010016872.1	1	2023	430	1861	91.9921	18.0544	33.8	36.9
JAACYN010017016.1	1	1962	26	859	43.7819	0.994393	32.4	39
JAACYN010017116.1	1	1343	14	309	23.0082	0.448995	30.1	18
MU018538.1	1	2002	170	1370	68.4316	6.97552	33.4	54.4
MU018539.1	1	1703	57	952	55.9014	3.07164	32.8	46.6
MU018540.1	1	1076	78	815	75.7435	7.04926	33.5	43.2
MU018541.1	1	1554	22	671	43.1789	0.823037	32.4	30.3
JAACYN010018434.1	1	1504	13	652	43.3511	0.84641	32.1	57.4
JAACYN010018435.1	1	1998	545	1527	76.4264	26.8423	33.1	21.8
JAACYN010018577.1	1	1447	191	1308	90.3939	5.63303	33.4	21.6
MU018542.1	1	2202	264	1651	74.9773	10.0123	34.2	45.5
MU018543.1	1	1885	12	100	5.30504	0.0992042	34.4	55.3
JAACYN010019704.1	1	2813	282	2484	88.3043	9.9808	32.9	58.6
MU018544.1	1	3009	53	1661	55.2011	1.15055	32.9	42.2
MU018545.1	1	5492	795	4536	82.5929	12.5665	33.1	57.1
JAACYN010023340.1	1	3239	3881	3239	100	118.78	33.8	54.4
MU018546.1	1	1784	84	1444	80.9417	4.73711	32.9	4.23
MU018547.1	1	1786	79	1135	63.5498	4.37738	32.8	1.32
CM021829.1	1	50538	8143	44827	88.6996	14.9227	33.1	55.9
JAACYN010015443.1	1	1134	42	975	85.9788	3.35626	32.4	58.4
JAACYN010016691.1	1	1206	127	1104	91.5423	9.12687	32.6	59.2
JAACYN010016714.1	1	1825	641	1825	100	28.5841	33.4	50.9
JAACYN010016732.1	1	1174	92	1096	93.356	7.0724	32.9	42.7
JAACYN010016918.1	1	2293	277	1886	82.2503	11.9695	33.3	59.5
JAACYN010017135.1	1	1604	60	1091	68.0175	2.61845	31.7	40.5
JAACYN010017642.1	1	1561	113	1540	98.6547	7.20436	32.4	59.9
MU018548.1	1	1867	137	1495	80.075	6.8211	33.3	57.7
JAACYN010018464.1	1	1488	142	1391	93.4812	8.17272	32.5	50.8
JAACYN010018619.1	1	2099	67	1658	78.99	3.02049	33.5	21.3
JAACYN010018748.1	1	1970	19	423	21.4721	0.454315	32.1	56.6
MU018549.1	1	2301	481	2202	95.6975	17.9965	33.4	51.8
MU018550.1	1	2879	185	1944	67.5234	5.65613	33.3	55.8
MU018551.1	1	2314	77	1907	82.4114	3.2567	33.2	60
JAACYN010019641.1	1	2064	224	1976	95.7364	10.5378	33	60
JAACYN010019913.1	1	2387	389	2294	96.1039	15.4223	33.8	55.7
JAACYN010019980.1	1	6369	963	6020	94.5203	15.016	33.3	59.9
MU018552.1	1	2479	173	1805	72.8116	6.83905	32.7	59.8
MU018553.1	1	3583	242	3171	88.5013	6.43511	32.7	58.3
JAACYN010021942.1	1	2494	59	959	38.4523	1.13352	30.7	33.9
CM021830.1	1	2245791	525885	1776151	79.088	23.2395	33.8	59.2
JAACYN010012656.1	1	12595	1746	11899	94.474	12.913	32.8	52.8
MU018554.1	1	9746	722	8566	87.8925	7.36241	32.8	59.8
JAACYN010014203.1	1	1336	114	1146	85.7784	8.42889	32.7	58
JAACYN010014394.1	1	1085	413	1084	99.9078	37.0977	33.8	32.3
JAACYN010014469.1	1	1070	1573	1070	100	145.129	34.1	25.9
JAACYN010014633.1	1	1929	1519	1929	100	77.8346	34	32.2
JAACYN010015059.1	1	2807	3444	2807	100	120.949	34	17.3
JAACYN010015099.1	1	1496	1213	1496	100	78.752	34.1	24.8
JAACYN010015426.1	1	1740	807	1740	100	44.2603	33.6	16.9
MU018555.1	1	1410	1567	1313	93.1206	111.854	34.2	18.7
MU018556.1	1	1922	354	1463	76.1186	14.6764	32.6	30.9
MU018557.1	1	1530	96	1137	74.3137	5.59739	32.5	34
MU018558.1	1	1840	190	1493	81.1413	7.03696	33	58.5
MU018559.1	1	1834	22	540	29.4438	1.12541	33.5	54.5
JAACYN010016494.1	1	1271	103	869	68.3714	8.02675	32.7	60
JAACYN010016597.1	1	1498	73	974	65.02	1.60681	32.7	35.5
JAACYN010016622.1	1	1940	4889	1940	100	250.612	34	41.6
JAACYN010016639.1	1	1025	197	1016	99.122	18.2459	33.5	56.9
JAACYN010016670.1	1	1039	157	1039	100	13.179	32.3	42.4
JAACYN010016671.1	1	1053	242	923	87.6543	15.509	32.4	32.1
JAACYN010016672.1	1	3789	541	3787	99.9472	13.3265	33	58.2
JAACYN010016680.1	1	1189	294	1136	95.5425	21.2044	33.5	50.6
JAACYN010016692.1	1	1190	134	1188	99.8319	9.91261	33.2	40.9
JAACYN010016817.1	1	1180	419	1142	96.7797	32.4737	34.4	48.2
JAACYN010016869.1	1	1340	316	1340	100	23.1142	34	17.7
JAACYN010017196.1	1	1919	180	1773	92.3919	8.58312	32.8	53.3
JAACYN010017278.1	1	1469	1143	1458	99.2512	76.03	34.2	21.7
JAACYN010017326.1	1	1036	1113	1036	100	106.505	34	35.9
JAACYN010017353.1	1	3898	4649	3898	100	117.647	34.1	26.7
JAACYN010017361.1	1	3383	4630	3383	100	135.397	33.9	20.6
